article_id,also_bought_id,co_count,cluster
0568601006,0751471001,153,0
0399256001,0399223001,153,0
0751471001,0568601006,153,0
0399223001,0399256001,153,0
0562245046,0399256001,151,0
0399256001,0562245046,151,0
0448509014,0706016001,150,0
0448509014,0706016002,150,0
0759871002,0372860001,145,0
0684209013,0590928001,142,0
0590928001,0684209013,142,0
0372860002,0759871002,137,0
0759871002,0372860002,137,0
0688537011,0590928001,137,0
0783346001,0573716012,134,0
0464297007,0759871002,134,0
0573716012,0783346001,134,0
0464297007,0706016001,133,0
0562245046,0706016002,131,0
0717490008,0610776002,130,0
0610776002,0717490008,130,0
0673396002,0372860001,129,0
0720125001,0706016001,129,0
0673396002,0706016002,126,0
0719655001,0372860001,124,0
0111586001,0228257001,123,0
0160442007,0372860001,123,0
0399223001,0372860001,123,0
0228257001,0111586001,123,0
0111586001,0156231001,122,0
0723469001,0464297007,122,0
0156231001,0111586001,122,0
0351484002,0688537011,119,0
0688537011,0351484002,119,0
0720125001,0759871002,118,0
0610776002,0706016002,118,0
0608776002,0464297007,117,0
0228257001,0156231001,117,0
0156231001,0228257001,117,0
0372860002,0706016001,117,0
0636323001,0706016002,115,0
0720125001,0372860001,114,0
0720125001,0372860002,113,0
0156231001,0372860002,113,0
0351484002,0684209004,113,0
0599580017,0684209013,111,0
0684209013,0599580017,111,0
0673396002,0372860002,110,0
0636323001,0399256005,110,0
0399256005,0636323001,110,0
0111586001,0372860001,107,0
0160442010,0372860002,106,0
0673396002,0759871002,106,0
0720125001,0464297007,106,0
0608776002,0160442007,106,0
0160442007,0608776002,106,0
0228257001,0158340001,103,0
0158340001,0228257001,103,0
0610776001,0372860002,103,0
0759871001,0706016002,102,0
0741356002,0706016002,102,0
0610776001,0372860001,102,0
0717490008,0706016001,102,0
0723469001,0372860001,101,0
0673677002,0372860001,99,0
0759871001,0706016001,98,0
0741356002,0759871002,97,0
0568601006,0372860001,97,0
0156231001,0464297007,97,0
0717490008,0706016002,96,0
0158340001,0372860001,96,0
0507909001,0372860001,95,0
0841383002,0610776002,95,0
0573716012,0751471001,94,0
0673677002,0579541001,94,0
0579541001,0673677002,94,0
0228257001,0372860001,94,0
0751471001,0573716012,94,0
0723469001,0706016002,93,0
0673677002,0399256001,92,0
0610776001,0706016001,91,0
0160442007,0464297007,89,0
0160442010,0372860001,89,0
0706016003,0610776002,89,0
0562245018,0706016001,89,0
0723469001,0706016001,89,0
0579541001,0399256001,88,0
0448509014,0759871002,88,0
0562245001,0399256001,87,0
0741356002,0706016001,87,0
0706016006,0399223001,86,0
0579541001,0610776002,86,0
0673677002,0706016001,85,0
0673677002,0372860002,85,0
0562245018,0706016002,84,0
0741356002,0684209004,84,0
0741356002,0610776002,83,0
0565379001,0372860001,83,0
0572797001,0841383002,83,0
0579541001,0372860001,83,0
0841383002,0572797001,83,0
0751471001,0562245046,82,0
0608776002,0610776002,82,0
0723469001,0372860002,82,0
0573716012,0568601006,81,0
0562245018,0399256001,81,0
0568601006,0573716012,81,0
0751471001,0706016001,81,0
0111586001,0608776002,80,0
0706016015,0399223001,78,0
0160442010,0464297007,76,0
0568601006,0673677002,75,0
0160442007,0372860002,73,0
0841383002,0372860001,72,0
0573716012,0562245001,71,0
0562245001,0573716012,71,0
0719655001,0608776002,70,0
0572797001,0610776002,70,0
0160442010,0608776002,69,0
0565379001,0610776002,69,0
0717490008,0706016003,69,0
0573716012,0399256001,69,0
0448509014,0706016003,69,0
0759871001,0741356002,68,0
0579541001,0608776002,68,0
0158340001,0156231001,68,0
0565379001,0572797001,67,0
0610776001,0741356002,67,0
0572797001,0565379001,67,0
0717490008,0610776001,66,0
0507909001,0751471001,66,0
0783346001,0562245046,65,0
0719655001,0372860002,65,0
0783346001,0399256001,64,0
0719655001,0723469001,63,0
0759871001,0372860001,63,0
0783346001,0568601006,63,0
0507909001,0372860002,60,0
0158340001,0608776002,58,0
0399256005,0706016001,58,0
0507909001,0706016002,57,0
0565379001,0464297007,57,0
0565379001,0608776002,55,0
0228257001,0372860002,55,0
0399256005,0706016002,53,0
0841383002,0610776001,52,0
0448509014,0706016015,52,0
0399256005,0372860002,51,0
0572797001,0579541001,51,0
0572797001,0608776002,49,0
0841383002,0372860002,40,0
0599580020,0684209001,416,1
0684209001,0599580020,416,1
0688537004,0684209004,339,1
0684209004,0688537004,339,1
0565379002,0565379001,293,1
0565379001,0565379002,293,1
0590928001,0688537004,274,1
0688537004,0590928001,274,1
0706016001,0706016002,259,1
0706016002,0706016001,259,1
0599580017,0684209004,242,1
0684209004,0599580017,242,1
0108775044,0108775015,223,1
0108775015,0108775044,223,1
0554479001,0554479005,220,1
0554479005,0554479001,220,1
0610776001,0610776002,201,1
0610776002,0610776001,201,1
0372860002,0372860001,189,1
0372860001,0372860002,189,1
0562245001,0562245018,167,1
0562245018,0562245001,167,1
0590928001,0599580017,143,1
0599580017,0590928001,143,1
0539723001,0539723005,143,1
0539723005,0539723001,143,1
0399256005,0399256001,92,1
0399256001,0399256005,92,1
0562245046,0562245001,86,1
0562245001,0562245046,86,1
0599580020,0599580017,85,1
0599580017,0599580020,85,1
0562245046,0562245018,76,1
0562245018,0562245046,76,1
0599580017,0688537004,73,1
0688537004,0599580017,73,1
0688537011,0688537004,71,1
0688537004,0688537011,71,1
0599580017,0351484002,70,1
0351484002,0599580017,70,1
0351484002,0590928001,64,1
0590928001,0351484002,64,1
0684209004,0684209001,60,1
0507909001,0568601006,60,1
0684209001,0684209004,60,1
0568601006,0507909001,60,1
0372860001,0608776002,57,1
0608776002,0372860001,57,1
0684209001,0599580017,57,1
0539723001,0706016001,56,1
0706016001,0539723001,56,1
0706016001,0539723005,53,1
0539723005,0706016001,53,1
0568601006,0507910001,52,1
0507910001,0568601006,52,1
0507909001,0507910001,51,1
0507910001,0507909001,51,1
0399256001,0636323001,50,1
0636323001,0399256001,50,1
0539723005,0706016002,49,1
0688537011,0684209004,49,1
0684209004,0688537011,49,1
0706016002,0539723005,49,1
0565379001,0108775015,45,1
0108775015,0565379001,45,1
0684209004,0590928001,43,1
0590928001,0684209004,43,1
0684209001,0688537004,38,1
0573716012,0568601006,38,1
0568601006,0573716012,38,1
0688537004,0684209001,38,1
0610776022,0610776002,38,1
0610776002,0610776022,38,1
0600886001,0684209004,37,1
0684209001,0590928001,37,1
0590928001,0684209001,37,1
0562245001,0706016001,37,1
0565379002,0108775044,37,1
0108775044,0565379002,37,1
0565379001,0372860001,37,1
0706016001,0562245001,37,1
0372860001,0565379001,37,1
0610776002,0561445005,36,1
0561445005,0610776002,36,1
0599580020,0684209004,35,1
0120129001,0534164001,35,1
0534164001,0120129001,35,1
0706016001,0554450001,34,1
0605690001,0351484002,34,1
0554450001,0706016001,34,1
0351484002,0605690001,34,1
0464297007,0372860001,33,1
0610776002,0565379001,33,1
0372860001,0464297007,33,1
0351484002,0688537004,33,1
0351484002,0684209004,33,1
0565379001,0610776002,33,1
0355072001,0565379001,32,1
0565379001,0355072001,32,1
0688537011,0590928001,31,1
0605690001,0590928001,31,1
0688537011,0351484002,30,1
0599580020,0590928001,30,1
0399223001,0706016001,30,1
0573716012,0562245001,29,1
0562245001,0573716012,29,1
0355072001,0108775015,28,1
0706016002,0554450001,28,1
0539723001,0706016002,28,1
0688537011,0684209001,28,1
0554450001,0706016002,28,1
0561445005,0565379001,28,1
0706016002,0539723001,28,1
0108775015,0355072001,28,1
0608776002,0565379001,27,1
0599580020,0351484002,27,1
0600886001,0590928001,26,1
0399256001,0562245018,25,1
0562245018,0399256001,25,1
0399223001,0399256001,25,1
0355569001,0355072001,25,1
0539723001,0399223001,25,1
0539723005,0554450001,25,1
0355072001,0355569001,25,1
0554450001,0539723005,25,1
0399256001,0399223001,25,1
0399223001,0539723001,25,1
0706016002,0554479005,24,1
0108775015,0355569001,24,1
0554479005,0706016002,24,1
0355569001,0108775015,24,1
0372860001,0108775015,23,1
0562245001,0399256001,23,1
0108775015,0372860001,23,1
0554479001,0706016001,23,1
0399256001,0562245001,23,1
0108775044,0565379001,22,1
0573716012,0562245046,22,1
0636323001,0706016001,22,1
0399223001,0372860001,22,1
0562245046,0573716012,22,1
0636323001,0399256005,21,1
0179123001,0565379001,21,1
0507910001,0573716012,21,1
0399256005,0636323001,21,1
0573716012,0507910001,21,1
0554479005,0706016001,21,1
0608776002,0464297007,20,1
0464297007,0608776002,20,1
0610776001,0610776022,20,1
0610776022,0610776001,20,1
0610776002,0108775015,19,1
0539723005,0399223001,19,1
0399223001,0539723005,19,1
0562245046,0706016001,19,1
0554450001,0539723001,19,1
0539723001,0554450001,19,1
0568601006,0372860001,19,1
0554450001,0562245001,19,1
0608776002,0565379002,18,1
0484398001,0562245001,18,1
0689109001,0600886001,18,1
0565379002,0108775015,18,1
0372860002,0608776002,18,1
0608776002,0372860002,18,1
0156231001,0372860001,18,1
0605690001,0688537004,18,1
0561445005,0108775015,18,1
0565379002,0608776002,18,1
0561445005,0610776001,18,1
0600886001,0689109001,18,1
0610776001,0561445005,18,1
0689109001,0605690001,17,1
0562245046,0399256001,17,1
0565379002,0372860001,17,1
0579541001,0610776002,17,1
0689109001,0351484002,17,1
0554479005,0684209004,17,1
0605690001,0689109001,17,1
0554479001,0706016002,16,1
0108775044,0372860001,16,1
0605690001,0599580017,15,1
0464297007,0372860002,15,1
0610776001,0565379002,15,1
0636323001,0539723005,15,1
0507910001,0399256001,15,1
0579541001,0565379001,15,1
0179123001,0372860001,15,1
0673396002,0706016001,15,1
0562245018,0706016002,15,1
0372860002,0464297007,15,1
0561445005,0565379002,14,1
0562245018,0372860001,14,1
0568601006,0156231001,14,1
0573716012,0372860001,14,1
0156231001,0568601006,14,1
0636323001,0706016002,14,1
0108775044,0608776002,13,1
0554479001,0673396002,13,1
0600886001,0684209001,13,1
0673396002,0554479001,13,1
0689109001,0590928001,13,1
0610776022,0399256001,13,1
0372860002,0399256001,13,1
0554479005,0599580017,12,1
0554479001,0684209004,12,1
0179123001,0399223001,12,1
0179123001,0608776002,12,1
0355072001,0108775044,12,1
0673396002,0539723005,12,1
0673396002,0706016002,12,1
0507910001,0562245001,12,1
0507909001,0573716012,12,1
0372860002,0610776001,11,1
0355072001,0565379002,11,1
0579541001,0610776022,11,1
0579541001,0372860001,11,1
0179123001,0562245001,11,1
0484398001,0179123001,11,1
0484398001,0610776002,11,1
0464297007,0108775015,11,1
0464297007,0565379001,11,1
0610776001,0372860002,11,1
0610776022,0579541001,11,1
0610776022,0561445005,11,1
0673396002,0372860002,10,1
0507909001,0108775044,10,1
0579541001,0399256001,10,1
0507909001,0562245018,9,1
0689109001,0684209001,9,1
0355569001,0565379001,9,1
0484398001,0608776002,9,1
0600886001,0688537004,9,1
0156231001,0464297007,9,1
0355569001,0464297007,8,1
0484398001,0565379001,8,1
0399256005,0372860002,8,1
0156231001,0372860002,8,1
0156231001,0573716012,8,1
0399256005,0573716012,8,1
0399256005,0610776022,8,1
0120129001,0179123001,7,1
0355569001,0484398001,6,1
0120129001,0565379001,4,1
0534164001,0179123001,3,1
0534164001,0608776002,3,1
0120129001,0464297007,3,1
0120129001,0355569001,3,1
0534164001,0372860001,2,1
0534164001,0599580020,2,1
0706016001,0706016002,301,2
0706016002,0706016001,301,2
0684209004,0688537004,269,2
0688537004,0684209004,269,2
0759871002,0759871001,205,2
0759871001,0759871002,205,2
0706016001,0706016003,188,2
0706016003,0706016001,188,2
0610776002,0610776001,179,2
0610776001,0610776002,179,2
0372860001,0372860002,154,2
0372860002,0372860001,154,2
0706016001,0706016015,118,2
0706016015,0706016001,118,2
0590928001,0688537004,110,2
0688537004,0590928001,110,2
0706016002,0706016003,109,2
0706016003,0706016002,109,2
0706016015,0706016002,95,2
0706016002,0706016015,95,2
0685814001,0685814003,71,2
0685814003,0685814001,71,2
0706016015,0706016003,65,2
0706016003,0706016015,65,2
0399256005,0399256001,54,2
0399256001,0399256005,54,2
0688537004,0684209013,52,2
0684209013,0688537004,52,2
0684209027,0688537004,43,2
0688537004,0684209027,43,2
0568601007,0568601006,41,2
0568601006,0568601007,41,2
0783346001,0751471001,40,2
0751471001,0783346001,40,2
0684209013,0684209027,38,2
0684209004,0684209013,38,2
0684209027,0684209013,38,2
0684209013,0684209004,38,2
0608776002,0372860001,35,2
0372860001,0608776002,35,2
0684209027,0684209004,32,2
0684209004,0684209027,32,2
0733749001,0759871002,31,2
0759871002,0733749001,31,2
0723469001,0748355003,29,2
0748355003,0723469001,29,2
0464297007,0748355003,27,2
0673396002,0759465001,27,2
0748355003,0464297007,27,2
0759465001,0673396002,27,2
0733749001,0759871001,26,2
0562245046,0706016001,26,2
0599580038,0599580052,26,2
0706016001,0562245046,26,2
0599580052,0599580038,26,2
0759871001,0733749001,26,2
0751471001,0850917001,24,2
0706016001,0399223001,24,2
0590928001,0599580052,24,2
0399223001,0706016001,24,2
0599580052,0590928001,24,2
0850917001,0751471001,24,2
0803468002,0758034001,23,2
0758034001,0803468002,23,2
0850917001,0568601006,22,2
0850917001,0568601007,22,2
0568601007,0850917001,22,2
0803468002,0723469001,22,2
0568601006,0850917001,22,2
0599580038,0684209027,22,2
0684209027,0599580038,22,2
0723469001,0803468002,22,2
0783346001,0796210001,21,2
0464297007,0723469001,21,2
0351484002,0599580052,21,2
0723469001,0464297007,21,2
0599580052,0351484002,21,2
0796210001,0783346001,21,2
0787946002,0841383002,21,2
0841383002,0787946002,21,2
0803468002,0464297007,20,2
0372860001,0748355003,20,2
0464297007,0803468002,20,2
0748355003,0372860001,20,2
0448509014,0706016002,19,2
0590928001,0684209004,19,2
0706016002,0448509014,19,2
0688537004,0599580052,19,2
0599580052,0688537004,19,2
0464297007,0758034001,19,2
0684209004,0590928001,19,2
0448509014,0706016001,19,2
0758034001,0464297007,19,2
0568601006,0751471001,19,2
0751471001,0568601006,19,2
0759871002,0706016001,18,2
0748355003,0803468002,18,2
0723469001,0758034001,18,2
0464297007,0372860001,18,2
0372860001,0464297007,18,2
0803468002,0748355003,18,2
0758034001,0723469001,18,2
0399256001,0562245046,17,2
0562245046,0399256001,17,2
0758034001,0748355003,15,2
0748355003,0758034001,15,2
0610776002,0841383002,15,2
0608776002,0372860002,15,2
0372860002,0608776002,15,2
0841383002,0610776002,15,2
0372860001,0758034001,14,2
0673396002,0759871002,14,2
0758034001,0372860001,14,2
0759871002,0673396002,14,2
0736530007,0464297007,13,2
0590928001,0684209013,13,2
0684209013,0590928001,13,2
0673396002,0706016002,12,2
0751471001,0796210001,12,2
0706016002,0673396002,12,2
0796210001,0751471001,12,2
0741356002,0759871001,12,2
0803468002,0372860002,12,2
0736530007,0748355003,12,2
0372860002,0803468002,12,2
0759871001,0741356002,12,2
0372860002,0758034001,12,2
0372860002,0464297007,12,2
0351484002,0684209004,11,2
0684209004,0351484002,11,2
0399223001,0399256001,11,2
0720125001,0372860001,11,2
0610776002,0787946002,11,2
0568601006,0372860001,11,2
0399256001,0399223001,11,2
0399223001,0706016002,11,2
0787946002,0610776002,11,2
0160442007,0372860002,11,2
0759465001,0706016002,10,2
0351484002,0688537004,10,2
0599580052,0684209027,10,2
0684209027,0599580052,10,2
0783346001,0568601006,10,2
0673677002,0579541001,10,2
0723469001,0736530007,10,2
0568601006,0783346001,10,2
0741356002,0610776002,10,2
0160442007,0372860001,10,2
0610776002,0741356002,10,2
0579541001,0673677002,10,2
0399256001,0706016001,10,2
0759871002,0372860001,10,2
0736530007,0723469001,10,2
0610776002,0706016001,9,2
0684209013,0599580052,9,2
0562245046,0796210001,9,2
0351484002,0684209027,9,2
0351484002,0599580038,9,2
0562245046,0706016002,9,2
0599580038,0351484002,9,2
0590928001,0684209027,9,2
0796210001,0562245046,9,2
0760084003,0706016001,9,2
0160442007,0608776002,8,2
0841383002,0372860001,8,2
0448509014,0706016003,8,2
0736530007,0803468002,8,2
0673677002,0608776002,8,2
0759465001,0706016001,8,2
0608776002,0464297007,8,2
0759871001,0610776001,8,2
0720125001,0759871002,8,2
0448509014,0759871002,8,2
0608776002,0673677002,8,2
0706016003,0448509014,8,2
0608776002,0160442007,8,2
0841383002,0759871002,8,2
0610776001,0759871001,8,2
0160442007,0464297007,7,2
0399223001,0562245046,7,2
0759465001,0759871002,7,2
0706016015,0448509014,7,2
0841383002,0372860002,7,2
0673677002,0706016003,7,2
0448509014,0706016015,7,2
0706016003,0673677002,7,2
0759465001,0688537004,7,2
0715624010,0759871002,7,2
0562245046,0399223001,7,2
0720125001,0706016001,7,2
0720125001,0464297007,7,2
0720125001,0706016002,7,2
0673677002,0568601006,7,2
0760084003,0783346001,6,2
0610776001,0759465001,6,2
0741356002,0720125001,6,2
0579541001,0783346001,6,2
0579541001,0610776002,6,2
0759871001,0673396002,6,2
0751471001,0562245046,6,2
0760084003,0706016015,6,2
0568601007,0399223001,6,2
0741356002,0448509014,6,2
0399223001,0706016015,6,2
0741356002,0673396002,6,2
0783346001,0760084003,6,2
0787946002,0610776001,6,2
0610776001,0787946002,6,2
0673396002,0372860001,6,2
0715624010,0673396002,6,2
0673396002,0372860002,6,2
0706016015,0399223001,6,2
0599580038,0688537004,6,2
0783346001,0579541001,6,2
0736530007,0372860001,6,2
0850917001,0706016001,6,2
0399256001,0372860001,6,2
0685814003,0759871002,6,2
0760084003,0748355003,5,2
0685814003,0715624010,5,2
0685814003,0706016002,5,2
0685814001,0736530007,5,2
0685814003,0759871001,5,2
0685814001,0733749001,5,2
0760084003,0610776002,5,2
0787946002,0372860001,5,2
0568601007,0399256001,5,2
0579541001,0751471001,5,2
0796210001,0706016001,5,2
0399256005,0759465001,5,2
0673677002,0372860001,5,2
0599580038,0741356002,5,2
0850917001,0783346001,5,2
0610776001,0372860001,5,2
0733749001,0685814001,5,2
0733749001,0759465001,5,2
0715624010,0685814003,5,2
0685814001,0448509014,4,2
0160442007,0787946002,4,2
0399256005,0759871002,4,2
0787946002,0758034001,4,2
0399256005,0706016001,4,2
0399256005,0706016003,4,2
0796210001,0399256001,4,2
0579541001,0568601006,4,2
0685814001,0673677002,4,2
0715624010,0706016001,4,2
0715624010,0733749001,4,2
0733749001,0803468002,4,2
0568601007,0751471001,3,2
0706016001,0706016002,2533,3
0706016002,0706016001,2533,3
0610776002,0610776001,2092,3
0610776001,0610776002,2092,3
0706016001,0706016003,2014,3
0706016003,0706016001,2014,3
0706016002,0706016003,1732,3
0706016003,0706016002,1732,3
0706016015,0706016001,1619,3
0706016001,0706016015,1619,3
0706016002,0706016015,1319,3
0706016015,0706016002,1319,3
0562245001,0562245046,1284,3
0562245046,0562245001,1284,3
0372860001,0372860002,1256,3
0372860002,0372860001,1256,3
0749699002,0749699001,1254,3
0749699001,0749699002,1254,3
0399223001,0706016001,1228,3
0706016001,0399223001,1228,3
0562245046,0706016001,1136,3
0706016001,0562245046,1136,3
0554450001,0706016001,1103,3
0706016003,0706016015,1099,3
0706016015,0706016003,1099,3
0160442010,0160442007,1082,3
0160442007,0160442010,1082,3
0572797001,0572797002,1047,3
0572797002,0572797001,1047,3
0448509014,0448509001,1024,3
0448509001,0448509014,1024,3
0562245001,0706016001,1006,3
0562245001,0562245018,975,3
0562245018,0562245001,975,3
0448509014,0706016001,952,3
0610776002,0706016001,901,3
0448509014,0706016002,848,3
0706016002,0448509014,848,3
0562245018,0562245046,846,3
0562245046,0562245018,846,3
0688537004,0590928001,832,3
0590928001,0688537004,832,3
0783346001,0751471001,745,3
0751471001,0783346001,745,3
0695632001,0695632002,742,3
0695632002,0695632001,742,3
0759871002,0706016001,740,3
0720125001,0706016001,734,3
0673396002,0706016001,703,3
0706016002,0399223001,674,3
0399223001,0706016002,674,3
0372860001,0706016001,658,3
0610776002,0706016002,651,3
0448509001,0706016001,648,3
0554450001,0562245046,646,3
0562245046,0554450001,646,3
0720125001,0484398001,640,3
0484398001,0720125001,640,3
0562245001,0554450001,639,3
0554450001,0562245001,639,3
0610776001,0706016001,632,3
0610776002,0562245001,613,3
0562245001,0610776002,613,3
0562245046,0706016002,604,3
0608776002,0372860001,583,3
0372860001,0608776002,583,3
0759871002,0706016002,567,3
0573716012,0783346001,561,3
0783346001,0573716012,561,3
0610776002,0562245046,560,3
0759871002,0448509014,555,3
0448509014,0759871002,555,3
0706016003,0610776002,554,3
0590928001,0599580017,550,3
0599580017,0590928001,550,3
0448509014,0706016003,548,3
0706016003,0448509014,548,3
0554450001,0706016002,547,3
0372860001,0610776002,534,3
0372860002,0706016001,531,3
0741356002,0706016001,530,3
0751471001,0706016001,522,3
0399223001,0706016003,511,3
0720125001,0610776002,506,3
0399256001,0706016001,503,3
0751471001,0573716012,501,3
0573716012,0751471001,501,3
0720125001,0706016002,500,3
0562245018,0706016001,499,3
0554450001,0706016003,494,3
0573716012,0562245001,492,3
0673396002,0706016002,487,3
0464297007,0706016001,486,3
0573716012,0706016001,484,3
0599580017,0688537004,481,3
0688537004,0599580017,481,3
0741356002,0706016002,479,3
0484398001,0706016001,479,3
0673677002,0706016001,475,3
0610776001,0706016002,470,3
0372860001,0706016002,460,3
0751471001,0562245046,456,3
0749699002,0706016001,450,3
0399256001,0562245001,448,3
0600886001,0706016001,444,3
0720125001,0372860001,443,3
0673396002,0610776002,437,3
0464297007,0372860001,436,3
0749699001,0706016001,436,3
0610776001,0562245001,434,3
0673677002,0610776002,434,3
0749699001,0610776002,432,3
0678942001,0673677002,428,3
0673677002,0678942001,428,3
0590928001,0706016001,426,3
0610776001,0448509014,421,3
0749699002,0610776002,420,3
0399223001,0562245046,419,3
0351484002,0706016001,417,3
0562245018,0610776002,416,3
0783346001,0706016001,415,3
0573716012,0562245046,415,3
0759871002,0673396002,414,3
0673396002,0759871002,414,3
0706016015,0610776002,414,3
0579541001,0610776002,413,3
0706016015,0399223001,413,3
0399223001,0706016015,413,3
0618800001,0706016001,412,3
0673396002,0448509014,411,3
0695632002,0706016001,406,3
0741356002,0448509014,405,3
0590928001,0351484002,404,3
0351484002,0590928001,404,3
0536139006,0610776002,402,3
0351484002,0599580017,401,3
0599580017,0351484002,401,3
0484398001,0610776002,400,3
0759871002,0706016003,397,3
0160442007,0372860001,394,3
0751471001,0610776002,390,3
0783346001,0562245001,387,3
0372860002,0706016002,387,3
0568601006,0706016001,384,3
0399256001,0554450001,382,3
0536139006,0706016001,382,3
0688537004,0351484002,382,3
0351484002,0688537004,382,3
0579541001,0678942001,381,3
0678942001,0579541001,381,3
0464297007,0610776002,379,3
0562245018,0706016002,378,3
0695632001,0706016001,377,3
0678942001,0610776002,376,3
0688537004,0706016001,374,3
0372860002,0608776002,371,3
0608776002,0372860002,371,3
0803757001,0706016001,371,3
0568601006,0751471001,370,3
0599580017,0706016001,370,3
0464297007,0706016002,369,3
0783346001,0562245046,368,3
0673677002,0610776001,368,3
0399256001,0562245046,366,3
0673677002,0706016002,366,3
0448509001,0706016002,365,3
0803757001,0610776002,364,3
0749699002,0706016002,362,3
0484398001,0562245001,361,3
0741356002,0706016003,361,3
0448509001,0759871002,360,3
0749699002,0610776001,359,3
0741356002,0610776002,353,3
0372860002,0610776002,350,3
0689109001,0759871002,345,3
0579541001,0706016001,339,3
0484398001,0706016002,338,3
0351484002,0610776002,336,3
0695632001,0610776002,334,3
0464297007,0720125001,332,3
0568601006,0573716012,331,3
0572797001,0610776002,331,3
0608776002,0706016001,329,3
0678942001,0751471001,326,3
0600886001,0706016002,325,3
0536139006,0372860001,316,3
0399256001,0610776002,315,3
0579541001,0673677002,314,3
0590928001,0706016002,311,3
0749699001,0706016002,309,3
0158340001,0706016001,308,3
0695632001,0751471001,307,3
0599580017,0706016002,306,3
0749699001,0610776001,303,3
0688537004,0706016002,303,3
0448509001,0610776002,302,3
0608776002,0610776002,302,3
0678942001,0610776001,301,3
0695632002,0751471001,300,3
0579541001,0751471001,298,3
0568601006,0610776002,297,3
0572797001,0706016001,297,3
0608776002,0160442007,293,3
0160442007,0608776002,293,3
0689109001,0448509014,291,3
0158340001,0372860001,290,3
0568601006,0562245046,290,3
0618800001,0706016002,289,3
0160442007,0610776002,286,3
0600886001,0610776002,285,3
0618800001,0610776002,284,3
0160442010,0372860002,282,3
0536139006,0720125001,279,3
0618800001,0448509014,278,3
0600886001,0448509014,276,3
0695632002,0706016002,276,3
0695632001,0562245046,275,3
0695632002,0610776002,270,3
0536139006,0706016002,267,3
0689109001,0706016001,267,3
0803757001,0562245046,266,3
0803757001,0562245001,266,3
0803757001,0720125001,263,3
0572797002,0610776001,262,3
0600886001,0590928001,254,3
0228257001,0158340001,253,3
0158340001,0228257001,253,3
0160442010,0372860001,249,3
0618800001,0749699002,248,3
0572797002,0610776002,236,3
0156231001,0706016001,236,3
0160442007,0706016001,231,3
0572797001,0372860001,227,3
0156231001,0372860001,225,3
0228257001,0156231001,225,3
0156231001,0228257001,225,3
0158340001,0610776002,223,3
0160442010,0608776002,222,3
0689109001,0706016002,221,3
0572797001,0610776001,219,3
0228257001,0372860001,214,3
0160442010,0610776002,204,3
0156231001,0372860002,202,3
0689109001,0600886001,201,3
