article_id,date,predicted_demand,predicted_demand_raw
0111593001,2020-10-07,9,8.579178810119629
0111593001,2020-10-08,8,8.157761573791504
0111593001,2020-10-09,8,7.959369659423828
0111593001,2020-10-10,8,7.9441819190979
0111593001,2020-10-11,6,6.442848205566406
0111593001,2020-10-12,6,6.261043548583984
0111593001,2020-10-13,7,6.559093475341797
0111593001,2020-10-14,7,7.3025617599487305
0111593001,2020-10-15,7,7.174550533294678
0111593001,2020-10-16,7,6.862255573272705
0111593001,2020-10-17,7,6.753727436065674
0111593001,2020-10-18,6,5.729153156280518
0111593001,2020-10-19,6,5.584420204162598
0111593001,2020-10-20,6,5.743730545043945
0111593001,2020-10-21,6,6.090729236602783
0111593001,2020-10-22,7,6.617520332336426
0120129001,2020-09-23,2,2.034473180770874
0120129001,2020-09-24,2,1.6720876693725586
0120129001,2020-09-25,2,1.5058051347732544
0120129001,2020-09-26,5,4.582870006561279
0120129001,2020-09-27,1,1.4973891973495483
0120129001,2020-09-28,7,6.503302574157715
0120129001,2020-09-29,3,3.3494012355804443
0120129001,2020-09-30,2,1.851483702659607
0120129001,2020-10-01,2,2.1859195232391357
0120129001,2020-10-02,2,2.227090358734131
0120129001,2020-10-03,3,2.625368356704712
0120129001,2020-10-04,2,2.0397491455078125
0120129001,2020-10-05,2,2.021850824356079
0120129001,2020-10-06,2,2.115417718887329
0120129001,2020-10-07,2,2.2287161350250244
0120129001,2020-10-08,2,1.912474274635315
0120129001,2020-10-09,1,1.4506875276565552
0120129001,2020-10-10,1,1.4946085214614868
0120129001,2020-10-11,1,1.2954206466674805
0120129001,2020-10-12,1,1.3414297103881836
0120129001,2020-10-13,1,1.4102848768234253
0120129001,2020-10-14,2,1.7078622579574585
0120129001,2020-10-15,1,1.3381119966506958
0120129001,2020-10-16,1,1.1702275276184082
0120129001,2020-10-17,1,1.195806622505188
0120129001,2020-10-18,1,1.1213383674621582
0120129001,2020-10-19,1,1.177506446838379
0120129001,2020-10-20,1,1.362952470779419
0120129001,2020-10-21,1,1.4194567203521729
0120129001,2020-10-22,2,1.512355923652649
0123173001,2020-09-23,23,22.67473793029785
0123173001,2020-09-24,21,21.2525577545166
0123173001,2020-09-25,20,20.346107482910156
0123173001,2020-09-26,29,29.411396026611328
0123173001,2020-09-27,36,36.28983688354492
0123173001,2020-09-28,40,39.96027374267578
0123173001,2020-09-29,33,33.32709884643555
0123173001,2020-09-30,32,31.708955764770508
0123173001,2020-10-01,29,29.25883674621582
0123173001,2020-10-02,28,28.296079635620117
0123173001,2020-10-03,36,35.87958908081055
0123173001,2020-10-04,28,28.2248592376709
0123173001,2020-10-05,26,25.656185150146484
0123173001,2020-10-06,24,24.471513748168945
0123173001,2020-10-07,25,25.346784591674805
0123173001,2020-10-08,25,24.50889778137207
0123173001,2020-10-09,24,24.01044464111328
0123173001,2020-10-10,25,24.86902618408203
0123173001,2020-10-11,24,24.445955276489258
0123173001,2020-10-12,24,24.294599533081055
0123173001,2020-10-13,24,24.11394500732422
0123173001,2020-10-14,25,25.258277893066406
0123173001,2020-10-15,24,24.43415069580078
0123173001,2020-10-16,25,24.55553436279297
0123173001,2020-10-17,27,26.846242904663086
0123173001,2020-10-18,23,23.17120933532715
0123173001,2020-10-19,24,24.10230255126953
0123173001,2020-10-20,25,24.68613624572754
0123173001,2020-10-21,25,25.102609634399414
0123173001,2020-10-22,29,28.531688690185547
0148033001,2020-09-23,9,8.616053581237793
0148033001,2020-09-24,8,8.487549781799316
0148033001,2020-09-25,9,8.936729431152344
0148033001,2020-09-26,13,12.920342445373535
0148033001,2020-09-27,7,6.791377067565918
0148033001,2020-09-28,13,13.385519027709961
0148033001,2020-09-29,13,12.744564056396484
0148033001,2020-09-30,12,12.400609016418457
0148033001,2020-10-01,11,10.7698335647583
0148033001,2020-10-02,10,10.105392456054688
0148033001,2020-10-03,11,11.49384593963623
0148033001,2020-10-04,8,8.228778839111328
0148033001,2020-10-05,9,8.718948364257812
0148033001,2020-10-06,9,8.93657112121582
0148033001,2020-10-07,10,9.534395217895508
0148033001,2020-10-08,9,9.287425994873047
0148033001,2020-10-09,9,9.114410400390625
0148033001,2020-10-10,10,9.75993824005127
0148033001,2020-10-11,8,7.512887001037598
0148033001,2020-10-12,7,7.226281642913818
0148033001,2020-10-13,7,7.408297061920166
0148033001,2020-10-14,9,8.514567375183105
0148033001,2020-10-15,8,8.276989936828613
0148033001,2020-10-16,8,8.026446342468262
0148033001,2020-10-17,8,8.37322998046875
0148033001,2020-10-18,7,6.5829572677612305
0148033001,2020-10-19,6,6.362215518951416
0148033001,2020-10-20,7,6.592818260192871
0148033001,2020-10-21,7,7.287083625793457
0148033001,2020-10-22,8,7.889606952667236
0156231001,2020-09-23,19,19.230321884155273
0156231001,2020-09-24,24,24.16827964782715
0156231001,2020-09-25,28,28.386735916137695
0156231001,2020-09-26,49,48.64765930175781
0156231001,2020-09-27,46,45.62858200073242
0156231001,2020-09-28,67,67.15988159179688
0156231001,2020-09-29,59,58.591339111328125
0156231001,2020-09-30,54,53.818119049072266
0156231001,2020-10-01,46,46.04545211791992
0156231001,2020-10-02,45,44.89448928833008
0156231001,2020-10-03,51,50.55547332763672
0156231001,2020-10-04,45,44.75333023071289
0156231001,2020-10-05,45,45.324527740478516
0156231001,2020-10-06,42,42.4503059387207
0156231001,2020-10-07,46,45.91189193725586
0156231001,2020-10-08,44,44.24773406982422
0156231001,2020-10-09,44,43.880165100097656
0156231001,2020-10-10,52,51.53452682495117
0156231001,2020-10-11,58,58.095375061035156
0156231001,2020-10-12,46,45.78544998168945
0156231001,2020-10-13,46,46.24935531616211
0156231001,2020-10-14,50,50.376708984375
0156231001,2020-10-15,52,51.74796676635742
0156231001,2020-10-16,50,49.73602294921875
0156231001,2020-10-17,56,55.522525787353516
0156231001,2020-10-18,52,51.74080276489258
0156231001,2020-10-19,52,51.62533187866211
0156231001,2020-10-20,50,49.822383880615234
0156231001,2020-10-21,52,51.94345474243164
0156231001,2020-10-22,57,56.90904235839844
0158340001,2020-09-23,53,52.62232971191406
0158340001,2020-09-24,57,57.46961975097656
0158340001,2020-09-25,61,60.74946212768555
0158340001,2020-09-26,95,94.75408935546875
0158340001,2020-09-27,93,93.44270324707031
0158340001,2020-09-28,104,103.60118865966797
0158340001,2020-09-29,87,87.39725494384766
0158340001,2020-09-30,81,81.2614517211914
0158340001,2020-10-01,74,74.29920196533203
0158340001,2020-10-02,76,76.16368103027344
0158340001,2020-10-03,84,83.81243896484375
0158340001,2020-10-04,86,86.31905364990234
0158340001,2020-10-05,83,82.91571044921875
0158340001,2020-10-06,77,76.51609802246094
0158340001,2020-10-07,80,79.9532241821289
0158340001,2020-10-08,79,78.8896713256836
0158340001,2020-10-09,75,74.53507232666016
0158340001,2020-10-10,81,80.96699523925781
0158340001,2020-10-11,109,108.65011596679688
0158340001,2020-10-12,75,74.96171569824219
0158340001,2020-10-13,66,65.5152587890625
0158340001,2020-10-14,68,67.71835327148438
0158340001,2020-10-15,70,70.05601501464844
0158340001,2020-10-16,69,68.68818664550781
0158340001,2020-10-17,74,73.57109832763672
0158340001,2020-10-18,72,71.57000732421875
0158340001,2020-10-19,76,75.7850112915039
0158340001,2020-10-20,77,76.5191650390625
0158340001,2020-10-21,81,80.7573013305664
0158340001,2020-10-22,96,96.27144622802734
0160442007,2020-09-23,25,25.205486297607422
0160442007,2020-09-24,30,30.005512237548828
0160442007,2020-09-25,32,31.525724411010742
0160442007,2020-09-26,55,55.38508224487305
0160442007,2020-09-27,47,47.18125915527344
0160442007,2020-09-28,72,72.13716888427734
0160442007,2020-09-29,67,66.90754699707031
0160442007,2020-09-30,55,54.713157653808594
0160442007,2020-10-01,48,47.70770263671875
0160442007,2020-10-02,44,44.39734649658203
0160442007,2020-10-03,55,54.6269645690918
0160442007,2020-10-04,46,46.13893127441406
0160442007,2020-10-05,45,45.37262725830078
0160442007,2020-10-06,45,44.83523178100586
0160442007,2020-10-07,46,45.683773040771484
0160442007,2020-10-08,44,44.433109283447266
0160442007,2020-10-09,43,43.3262939453125
0160442007,2020-10-10,49,48.97365188598633
0160442007,2020-10-11,47,47.28525161743164
0160442007,2020-10-12,43,42.76457977294922
0160442007,2020-10-13,47,47.36873245239258
0160442007,2020-10-14,52,52.01268005371094
0160442007,2020-10-15,54,53.87678146362305
0160442007,2020-10-16,52,52.18189239501953
0160442007,2020-10-17,55,55.48931121826172
0160442007,2020-10-18,50,49.75607681274414
0160442007,2020-10-19,50,49.783206939697266
0160442007,2020-10-20,48,48.06031799316406
0160442007,2020-10-21,51,51.08933639526367
0160442007,2020-10-22,57,56.538246154785156
0160442010,2020-09-23,22,21.55870246887207
0160442010,2020-09-24,23,23.15081024169922
0160442010,2020-09-25,26,26.05518341064453
0160442010,2020-09-26,40,40.4322395324707
0160442010,2020-09-27,42,41.7835693359375
0160442010,2020-09-28,47,46.837982177734375
0160442010,2020-09-29,37,36.6004524230957
0160442010,2020-09-30,33,33.24677658081055
0160442010,2020-10-01,34,34.19544219970703
0160442010,2020-10-02,35,35.122100830078125
0160442010,2020-10-03,42,42.308876037597656
0160442010,2020-10-04,36,35.832786560058594
0160442010,2020-10-05,35,34.97104263305664
0160442010,2020-10-06,33,32.77322769165039
0160442010,2020-10-07,35,34.744873046875
0160442010,2020-10-08,34,34.315650939941406
0160442010,2020-10-09,34,33.73469924926758
0160442010,2020-10-10,37,37.42216491699219
0160442010,2020-10-11,36,35.65990447998047
0160442010,2020-10-12,35,35.44847106933594
0160442010,2020-10-13,33,33.22685241699219
0160442010,2020-10-14,37,37.3100471496582
0160442010,2020-10-15,38,37.59260177612305
0160442010,2020-10-16,37,36.554359436035156
0160442010,2020-10-17,42,42.0124397277832
0160442010,2020-10-18,38,37.69667434692383
0160442010,2020-10-19,35,35.46931838989258
0160442010,2020-10-20,35,35.1677360534668
0160442010,2020-10-21,43,42.524513244628906
0160442010,2020-10-22,51,50.599002838134766
0160442043,2020-09-23,4,4.338795185089111
0160442043,2020-09-24,4,3.893143653869629
0160442043,2020-09-25,4,3.8354926109313965
0160442043,2020-09-26,7,7.34529972076416
0160442043,2020-09-27,4,3.7736759185791016
0160442043,2020-09-28,9,9.457159042358398
0160442043,2020-09-29,8,7.6381516456604
0160442043,2020-09-30,5,5.434823989868164
0160442043,2020-10-01,5,5.212010860443115
0160442043,2020-10-02,5,5.029425621032715
0160442043,2020-10-03,6,5.754429817199707
0160442043,2020-10-04,5,4.776234149932861
0160442043,2020-10-05,5,4.602011203765869
0160442043,2020-10-06,5,4.657075881958008
0160442043,2020-10-07,5,5.115325927734375
0160442043,2020-10-08,5,5.025112628936768
0160442043,2020-10-09,5,4.746882438659668
0160442043,2020-10-10,5,4.80353307723999
0160442043,2020-10-11,4,4.239017009735107
0160442043,2020-10-12,4,4.202171325683594
0160442043,2020-10-13,4,4.14835786819458
0160442043,2020-10-14,5,4.690131664276123
0160442043,2020-10-15,4,4.375256538391113
0160442043,2020-10-16,4,4.236620903015137
0160442043,2020-10-17,4,4.228511810302734
0160442043,2020-10-18,4,3.7766170501708984
0160442043,2020-10-19,4,3.5593440532684326
0160442043,2020-10-20,4,3.765381097793579
0160442043,2020-10-21,4,4.050533771514893
0160442043,2020-10-22,4,4.088247776031494
0179123001,2020-09-23,3,2.634923219680786
0179123001,2020-09-24,3,2.509525775909424
0179123001,2020-09-25,2,2.30855655670166
0179123001,2020-09-26,6,5.565499782562256
0179123001,2020-09-27,2,2.142554759979248
0179123001,2020-09-28,8,7.870163917541504
0179123001,2020-09-29,4,4.0526604652404785
0179123001,2020-09-30,3,3.099729537963867
0179123001,2020-10-01,3,3.373548984527588
0179123001,2020-10-02,3,3.365161895751953
0179123001,2020-10-03,4,3.7485344409942627
0179123001,2020-10-04,3,2.977945327758789
0179123001,2020-10-05,3,2.959061861038208
0179123001,2020-10-06,3,2.831387758255005
0179123001,2020-10-07,3,3.040393590927124
0179123001,2020-10-08,3,2.867285966873169
0179123001,2020-10-09,2,2.3821861743927
0179123001,2020-10-10,3,2.564265727996826
0179123001,2020-10-11,2,2.4046390056610107
0179123001,2020-10-12,2,2.3204684257507324
0179123001,2020-10-13,2,2.2848703861236572
0179123001,2020-10-14,3,2.599061965942383
0179123001,2020-10-15,2,2.2183663845062256
0179123001,2020-10-16,2,2.0195534229278564
0179123001,2020-10-17,2,2.1462526321411133
0179123001,2020-10-18,2,1.9116668701171875
0179123001,2020-10-19,2,1.6498675346374512
0179123001,2020-10-20,2,1.7290904521942139
0179123001,2020-10-21,2,1.811431884765625
0179123001,2020-10-22,2,1.8001235723495483
0179208001,2020-09-23,9,9.337507247924805
0179208001,2020-09-24,11,10.752371788024902
0179208001,2020-09-25,12,11.52791690826416
0179208001,2020-09-26,15,15.045768737792969
0179208001,2020-09-27,10,9.533012390136719
0179208001,2020-09-28,17,17.499242782592773
0179208001,2020-09-29,15,15.370030403137207
0179208001,2020-09-30,15,15.097277641296387
0179208001,2020-10-01,13,13.241954803466797
0179208001,2020-10-02,13,12.97695541381836
0179208001,2020-10-03,13,13.01280689239502
0179208001,2020-10-04,11,11.257286071777344
0179208001,2020-10-05,12,11.599956512451172
0179208001,2020-10-06,11,11.24089241027832
0179208001,2020-10-07,13,12.626360893249512
0179208001,2020-10-08,12,11.6087007522583
0179208001,2020-10-09,12,11.527292251586914
0179208001,2020-10-10,12,11.71143913269043
0179208001,2020-10-11,10,9.722260475158691
0179208001,2020-10-12,10,9.675341606140137
0179208001,2020-10-13,10,9.980326652526855
0179208001,2020-10-14,11,10.776473999023438
0179208001,2020-10-15,11,10.738190650939941
0179208001,2020-10-16,11,10.646366119384766
0179208001,2020-10-17,11,10.842279434204102
0179208001,2020-10-18,9,8.688275337219238
0179208001,2020-10-19,9,8.862714767456055
0179208001,2020-10-20,9,8.794953346252441
0179208001,2020-10-21,10,9.797893524169922
0179208001,2020-10-22,11,10.503533363342285
0179950001,2020-09-23,3,3.241532325744629
0179950001,2020-09-24,3,3.4206037521362305
0179950001,2020-09-25,3,3.2818002700805664
0179950001,2020-09-26,6,6.366086006164551
0179950001,2020-09-27,3,2.5562949180603027
0179950001,2020-09-28,8,8.4315824508667
0179950001,2020-09-29,5,5.1794281005859375
0179950001,2020-09-30,4,3.774167537689209
0179950001,2020-10-01,4,4.148868560791016
0179950001,2020-10-02,4,4.125101089477539
0179950001,2020-10-03,5,4.550683498382568
0179950001,2020-10-04,4,3.598128318786621
0179950001,2020-10-05,4,3.5466513633728027
0179950001,2020-10-06,4,3.5577452182769775
0179950001,2020-10-07,4,3.798834800720215
0179950001,2020-10-08,4,3.5066072940826416
0179950001,2020-10-09,3,3.1559274196624756
0179950001,2020-10-10,3,3.255434513092041
0179950001,2020-10-11,3,2.9835307598114014
0179950001,2020-10-12,3,2.6461939811706543
0179950001,2020-10-13,3,2.623868703842163
0179950001,2020-10-14,3,3.033215045928955
0179950001,2020-10-15,3,2.7856643199920654
0179950001,2020-10-16,2,2.435211420059204
0179950001,2020-10-17,3,2.5095396041870117
0179950001,2020-10-18,2,2.379669189453125
0179950001,2020-10-19,2,2.1934707164764404
0179950001,2020-10-20,2,2.2778375148773193
0179950001,2020-10-21,2,2.402010440826416
0179950001,2020-10-22,2,2.406841278076172
0188183001,2020-09-23,2,1.773071527481079
0188183001,2020-09-24,1,1.4255245923995972
0188183001,2020-09-25,1,1.4749866724014282
0188183001,2020-09-26,5,4.535106658935547
0188183001,2020-09-27,1,1.480735182762146
0188183001,2020-09-28,6,6.41424560546875
0188183001,2020-09-29,3,3.1784470081329346
0188183001,2020-09-30,2,1.6822179555892944
0188183001,2020-10-01,2,2.0936625003814697
0188183001,2020-10-02,2,2.0827298164367676
0188183001,2020-10-03,2,2.4383199214935303
0188183001,2020-10-04,2,1.9929943084716797
0188183001,2020-10-05,2,1.7943475246429443
0188183001,2020-10-06,2,1.8121393918991089
0188183001,2020-10-07,2,1.6818338632583618
0188183001,2020-10-08,1,1.380431056022644
0188183001,2020-10-09,1,1.1472805738449097
0188183001,2020-10-10,1,1.3177958726882935
0188183001,2020-10-11,1,1.2279366254806519
0188183001,2020-10-12,1,1.242836356163025
0188183001,2020-10-13,1,1.2823790311813354
0188183001,2020-10-14,2,1.5815094709396362
0188183001,2020-10-15,1,1.2287050485610962
0188183001,2020-10-16,1,1.1031208038330078
0188183001,2020-10-17,1,1.1510711908340454
0188183001,2020-10-18,1,1.090766191482544
0188183001,2020-10-19,1,1.1327710151672363
0188183001,2020-10-20,1,1.3182170391082764
0188183001,2020-10-21,1,1.3747212886810303
0188183001,2020-10-22,1,1.4676204919815063
0189616001,2020-09-23,11,10.802809715270996
0189616001,2020-09-24,11,10.93310832977295
0189616001,2020-09-25,10,10.002846717834473
0189616001,2020-09-26,14,14.243294715881348
0189616001,2020-09-27,9,9.266578674316406
0189616001,2020-09-28,17,16.91488265991211
0189616001,2020-09-29,16,15.59102725982666
0189616001,2020-09-30,14,14.436830520629883
0189616001,2020-10-01,13,12.689645767211914
0189616001,2020-10-02,12,11.761052131652832
0189616001,2020-10-03,13,12.91539192199707
0189616001,2020-10-04,11,10.670456886291504
0189616001,2020-10-05,11,10.601813316345215
0189616001,2020-10-06,12,11.68431282043457
0189616001,2020-10-07,12,12.436532020568848
0189616001,2020-10-08,12,11.96159839630127
0189616001,2020-10-09,11,10.99333381652832
0189616001,2020-10-10,11,11.442744255065918
0189616001,2020-10-11,9,9.31241226196289
0189616001,2020-10-12,9,9.298017501831055
0189616001,2020-10-13,10,9.709990501403809
0189616001,2020-10-14,11,10.677248001098633
0189616001,2020-10-15,11,10.59221363067627
0189616001,2020-10-16,10,10.32547378540039
0189616001,2020-10-17,11,10.645857810974121
0189616001,2020-10-18,8,8.385880470275879
0189616001,2020-10-19,8,8.355924606323242
0189616001,2020-10-20,9,8.695920944213867
0189616001,2020-10-21,10,9.800519943237305
0189616001,2020-10-22,10,10.225236892700195
0189616006,2020-09-23,3,3.472534656524658
0189616006,2020-09-24,3,3.372720241546631
0189616006,2020-09-25,3,3.1381301879882812
0189616006,2020-09-26,6,6.161527633666992
0189616006,2020-09-27,3,2.7119007110595703
0189616006,2020-09-28,8,8.472396850585938
0189616006,2020-09-29,5,5.354981422424316
0189616006,2020-09-30,4,3.7966294288635254
0189616006,2020-10-01,4,4.167107582092285
0189616006,2020-10-02,4,4.111575603485107
0189616006,2020-10-03,5,4.521058559417725
0189616006,2020-10-04,4,3.768685817718506
0189616006,2020-10-05,4,3.5689046382904053
0189616006,2020-10-06,4,3.6539666652679443
0189616006,2020-10-07,4,3.808558464050293
0189616006,2020-10-08,3,3.49308180809021
0189616006,2020-10-09,3,3.1643292903900146
0189616006,2020-10-10,3,3.291358470916748
0189616006,2020-10-11,3,2.978407144546509
0189616006,2020-10-12,3,2.72257137298584
0189616006,2020-10-13,3,2.7817211151123047
0189616006,2020-10-14,3,3.1305911540985107
0189616006,2020-10-15,3,2.8418538570404053
0189616006,2020-10-16,2,2.4487369060516357
0189616006,2020-10-17,3,2.5441031455993652
0189616006,2020-10-18,2,2.379669189453125
0189616006,2020-10-19,2,2.180420398712158
0189616006,2020-10-20,2,2.3658666610717773
0189616006,2020-10-21,2,2.402010440826416
0189616006,2020-10-22,2,2.480069637298584
0189616008,2020-09-23,2,1.811570644378662
0189616008,2020-09-24,1,1.464023232460022
0189616008,2020-09-25,1,1.4947069883346558
0189616008,2020-09-26,5,4.5548272132873535
0189616008,2020-09-27,1,1.4973891973495483
0189616008,2020-09-28,6,6.44506311416626
0189616008,2020-09-29,3,3.2231826782226562
0189616008,2020-09-30,2,1.7488762140274048
0189616008,2020-10-01,2,2.1383979320526123
0189616008,2020-10-02,2,2.210907459259033
0189616008,2020-10-03,2,2.483055353164673
0189616008,2020-10-04,2,2.0397491455078125
0189616008,2020-10-05,2,1.9778012037277222
0189616008,2020-10-06,2,1.8568748235702515
0189616008,2020-10-07,2,1.8145965337753296
0189616008,2020-10-08,2,1.513193964958191
0189616008,2020-10-09,1,1.1920160055160522
0189616008,2020-10-10,1,1.362531304359436
0189616008,2020-10-11,1,1.256420373916626
0189616008,2020-10-12,1,1.2875717878341675
0189616008,2020-10-13,1,1.3694144487380981
0189616008,2020-10-14,2,1.6262449026107788
0189616008,2020-10-15,1,1.2734404802322388
0189616008,2020-10-16,1,1.1478562355041504
0189616008,2020-10-17,1,1.195806622505188
0189616008,2020-10-18,1,1.1213383674621582
0189616008,2020-10-19,1,1.177506446838379
0189616008,2020-10-20,1,1.362952470779419
0189616008,2020-10-21,1,1.4194567203521729
0189616008,2020-10-22,2,1.512355923652649
0189634001,2020-09-23,2,1.8365857601165771
0189634001,2020-09-24,1,1.489038109779358
0189634001,2020-09-25,2,1.538500189781189
0189634001,2020-09-26,5,4.598620414733887
0189634001,2020-09-27,2,1.5113071203231812
0189634001,2020-09-28,6,6.448012828826904
0189634001,2020-09-29,3,3.2231826782226562
0189634001,2020-09-30,2,1.7488762140274048
0189634001,2020-10-01,2,2.1859195232391357
0189634001,2020-10-02,2,2.210907459259033
0189634001,2020-10-03,2,2.483055353164673
0189634001,2020-10-04,2,2.0397491455078125
0189634001,2020-10-05,2,1.9778012037277222
0189634001,2020-10-06,2,1.8568748235702515
0189634001,2020-10-07,2,1.8586455583572388
0189634001,2020-10-08,2,1.5572434663772583
0189634001,2020-10-09,1,1.236066222190857
0189634001,2020-10-10,1,1.362531304359436
0189634001,2020-10-11,1,1.256420373916626
0189634001,2020-10-12,1,1.3045176267623901
0189634001,2020-10-13,1,1.3694144487380981
0189634001,2020-10-14,2,1.6262449026107788
0189634001,2020-10-15,1,1.2734404802322388
0189634001,2020-10-16,1,1.1478562355041504
0189634001,2020-10-17,1,1.195806622505188
0189634001,2020-10-18,1,1.1213383674621582
0189634001,2020-10-19,1,1.177506446838379
