article_id,price
226959008,822
226959009,776
228257001,334
228257002,354
228257003,363
228257004,333
228257005,99
228257008,333
233091003,250
233091020,384
233091021,166
233091022,400
234421001,667
234421002,333
234421004,821
234432001,166
234432002,250
234622003,825
234622004,834
234622007,667
235596002,133
235732026,585
237032003,154
237222012,475
237347004,1502
237347011,751
237347022,834
237347036,1502
237347037,1085
237347039,1335
237347040,1544
237347043,1626
237347044,1669
237347045,1669
237347052,1669
237347053,1669
237347055,1669
237347059,1669
237347060,1669
237347063,1669
237347069,1669
238197014,237
240561001,556
241412043,250
241412044,1252
241412045,1252
241412046,1252
241412052,751
241590001,1885
241602003,2337
241602018,2404
241602023,873
241602024,1920
241602028,2022
243613004,567
243937001,834
243937023,141
243937024,166
243937025,166
243937028,834
244267001,834
244267021,667
244267027,918
244267028,834
244267029,1113
244267032,667
244269019,600
244269020,667
247072018,333
247072020,584
247072025,400
247072026,667
249136006,1669
249136011,1502
249136015,3339
249136020,1669
249136022,1502
249136023,1212
249136025,1502
250099001,1131
250099002,1199
250457010,1085
251510001,556
252298002,1001
252298005,1124
252298006,1001
252298013,1001
252298014,1252
252298015,1001
253176016,496
253448001,1252
253448002,1252
253448003,1252
253448056,472
253448059,1252
253448062,1207
254303054,834
254303055,834
254303056,774
254303057,834
254303058,834
254303059,834
254457038,333
254457039,333
254940026,1001
255396006,3339
255396023,2671
255396042,3033
256096022,151
256151014,1001
256151015,1252
256511039,834
256513038,375
261526010,99
261606001,500
261606016,751
261606022,830
261840009,335
262277009,1001
262277011,2504
262277026,1001
262277029,2254
265069020,200
265071012,584
265071013,354
265071034,584
265630004,806
265630006,625
266168001,834
266168003,500
266873001,250
266873006,250
266873009,216
266875001,834
266875006,834
266875012,250
266875014,250
266875022,500
266875024,333
268305001,250
268305007,417
268305008,375
269342026,834
269342027,901
270375001,667
270375004,644
270375005,667
270375006,667
270381001,567
270381003,300
270381007,667
270381013,417
270382001,333
270382004,567
275362022,976
276242024,584
276242026,584
278038005,234
278038031,225
278811002,1210
278811006,1669
278811007,1669
278811009,1669
278811010,1669
278811011,1669
280256001,525
282832001,4977
282832015,2371
282832017,4709
282832018,5009
282832019,5009
282832021,5009
282832022,5009
283236014,509
283236034,1252
284985037,540
284985044,525
284985045,465
287645002,408
287645003,417
287645023,417
287645027,417
287645029,417
287645031,402
288825021,1222
288825022,1203
288825024,1252
288825029,1126
288859013,1252
288859017,1252
288859018,1252
289597022,166
289834016,99
290022001,834
290519008,644
290519019,723
290519024,806
291333013,751
291333015,1085
291333016,1017
291333018,868
291333019,1066
291333021,1085
291333023,1085
291338004,1085
291338017,584
291338024,1085
291338025,1085
291338026,1030
291338031,1085
291338032,1085
291338033,1085
291338034,1054
291338035,1085
292453003,318
292453015,333
292453031,99
292453034,333
292551001,99
292551014,99
293244001,417
293244002,417
293244003,417
293244008,208
293244010,375
293433001,751
293433002,810
293433018,302
293433026,822
293433027,811
293433042,834
293433043,834
293433044,777
293433045,834
293433046,834
293433047,834
293433048,782
293433049,834
293433050,834
293433054,834
293433055,834
293433057,834
293433061,667
293510001,166
293510002,834
293510007,834
293510009,834
293510013,799
293510015,834
293510016,834
293510018,834
294008002,834
294008005,834
294008047,834
294008050,437
294008056,834
294076007,2922
294237001,334
294895011,99
295873003,667
296366006,133
296366013,99
296366024,397
296366032,250
296366034,396
296476014,458
296476017,1478
296476018,1592
296476019,1669
296476022,1669
297067002,581
297067003,250
297078001,756
297078002,741
297078005,757
297078008,757
297791001,250
297898002,1085
299733001,417
299733008,417
299768001,333
299768002,417
299841003,918
300024006,1085
300024009,2128
300024013,2254
300024016,2254
300024037,500
300024042,1074
300024045,2504
300024047,834
300024048,2504
300024056,1502
300024058,2504
300024063,2254
300024064,1803
300637004,166
300696001,667
300908002,2087
300908003,2922
300908004,2087
300908010,2922
301213001,918
301213007,625
301213013,417
301227002,1252
301227017,1252
301227019,1252
301227023,1252
301364029,500
301517018,166
301517036,99
301656013,1252
301656017,2504
301656018,1230
301656026,2504
301656028,1252
301656029,2504
301687001,667
301687009,600
301687012,646
301687016,667
301687018,534
302334001,834
304692003,667
304766008,407
304766009,250
304778008,584
304778009,608
304778010,667
304778011,600
304786005,401
304786006,417
304786007,584
304786008,405
305304008,2087
305304010,1252
305304019,918
305304020,1252
305775003,667
305775005,667
305775022,667
305775024,667
305775025,667
305775041,667
305931001,1405
306307002,191
306307005,99
306847002,1252
306847007,584
306847008,667
306847009,1252
306847011,1252
306847013,1252
307239001,417
307239004,1252
307239005,1252
307239010,1252
307656018,250
307656023,417
307656029,417
308154005,333
308154007,667
308158008,667
308158009,333
308158016,600
309434013,1669
309434014,1502
309434015,1669
309509009,2087
309864002,834
309864011,417
309864012,834
309864013,834
309864014,834
309864016,834
310091019,1043
310091025,1252
310091032,1878
310091033,2042
310091034,1930
310091035,1972
310091036,2087
310091038,1669
310091039,2087
310091040,2087
310091041,2027
310091042,2087
310091043,2087
311059029,528
311059031,519
312543004,751
312543005,1168
312829007,166
312829010,1085
312829011,667
312878001,5510
312878010,5510
315497001,450
315497012,250
315497018,250
315509001,417
315509020,250
315509024,667
315795001,250
315795004,834
315795005,834
315987003,250
315987004,166
315987005,166
315987014,151
315987015,333
316085001,976
316085002,976
316085013,1085
316441001,834
316441005,834
316441012,376
316441023,205
316441024,500
316441025,184
316441033,834
316441034,834
316441036,834
316441038,834
316441039,834
316471020,834
316657001,2067
316657008,2087
316657010,2421
316657013,2504
317812001,500
317812011,489
317812012,500
318066004,166
318066006,500
318066014,225
318066016,166
318238001,300
318914001,417
318914026,417
318914029,417
318951020,166
318951023,226
318951025,250
318951026,250
318951032,220
319906006,1252
319906007,1252
319906008,1252
319906009,1252
320524003,584
321249006,99
321249007,99
321249009,99
321249010,250
321591012,534
321591013,333
322017003,667
322017029,667
322017030,406
322017038,667
322017039,667
322017040,667
322017043,667
322322009,417
322322010,250
322322012,409
322322016,250
323274002,250
324502001,250
324502003,166
324502008,250
324502017,381
324502018,250
324502019,417
324946001,556
324963007,667
324963026,500
324963040,333
324963051,601
324963052,595
324963055,667
325087002,667
325087018,528
325087043,500
325087044,834
325087045,1001
325542015,918
325542018,785
325542020,1335
326885002,500
326885010,667
326885016,500
326885022,667
326885032,417
326885038,490
326885046,649
326885049,600
326885050,667
326885051,593
326885053,667
326885054,534
327144031,250
327144036,500
327144038,417
327144039,333
327310001,834
327310002,808
327310014,782
327821026,333
331093001,1208
331093006,1085
331474020,500
331474025,1063
331474029,868
331474030,1085
331474033,1085
331474035,830
331474038,1085
331474039,944
333323008,278
333323015,353
333323018,417
333323019,397
333323030,394
333323038,417
333323040,300
333323043,417
333353009,585
334077001,417
335037001,2065
335037004,2087
335037005,2087
335991001,452
336881001,5301
337777001,834
337777004,834
337777012,509
337777014,834
337777016,834
337991001,1252
337991002,1252
337991007,1252
337991009,1252
337991010,1252
338016001,600
338016003,1252
338016009,1252
338016011,1252
338400001,250
338400003,405
338400004,1064
338400005,918
339252001,500
339252007,500
339252009,777
341129001,843
341186001,529
341242001,1669
341242006,1669
341242007,1669
341242009,1550
341242019,1669
341242026,1669
341452001,585
341782018,1085
341782022,333
341782023,555
341782032,1085
341782033,584
341782043,1085
341782044,291
341909034,333
341917002,99
342034003,333
342034019,250
342060001,556
342434002,166
342434003,300
342434007,166
342840001,468
344956021,667
344956023,667
344956026,667
345815002,462
345830027,333
345830028,308
345830029,649
345830031,333
345830036,634
345830037,667
345922004,500
345922005,333
345922011,584
346539021,208
347182012,300
347200001,1669
347975001,534
348330033,333
348330037,584
348330039,565
348330041,333
348330042,333
348330043,596
348330044,618
348330045,603
348330048,834
348330049,829
348442015,1085
348870001,500
348870009,250
348870011,667
348995028,333
349080001,596
349301001,834
349301010,144
349301016,149
349301024,417
349301025,375
349301028,834
349301029,417
349301030,484
349301032,310
349301040,834
349301041,834
349301045,834
349301046,834
349301047,584
349301048,584
349669006,250
349669007,99
350082029,918
350911001,806
350911002,709
350911004,99
350911008,834
350911009,751
350911010,828
350911012,834
351182006,752
351332007,834
351462009,417
351484002,1085
351484012,755
351484013,584
351484014,812
351484026,672
351484027,640
351484028,667
351484033,584
351484034,667
351484037,1085
351484039,1085
351484041,1085
351484042,1085
351933001,1252
351933029,751
351933051,1126
351933052,834
352811001,701
352811025,834
352811039,834
354246002,333
354246014,500
354246017,333
354246021,400
354307004,1001
355062002,239
355062004,99
355072001,258
355072002,333
355072003,283
355072004,99
355307042,166
355307052,111
355325001,584
355325003,657
355421004,1502
355569001,250
355569002,166
355569004,99
356174004,584
356289005,855
356289021,751
356289060,250
356289065,584
356289076,589
356289077,584
356438015,99
356438016,99
356438017,333
356693020,137
357130011,417
357751001,216
357751002,216
357751003,216
357792003,473
357792004,525
357792009,99
357792011,333
358483006,371
358483007,834
358753001,417
358753005,417
359043007,333
359043008,166
359804002,125
360950004,166
360950007,667
360950008,300
360950014,166
360950016,667
361531002,144
361531003,378
361531012,333
362219001,783
362219002,783
362931027,834
362997001,812
362997005,834
362997012,834
362997013,826
364297030,166
364409033,166
364409044,99
365102043,333
365439052,99
365439057,667
365439058,333
366686005,1252
366686011,584
366859017,918
366859020,1085
366859023,780
366859032,834
367372001,619
367376002,333
368038004,99
368038005,99
368038011,99
368300006,651
368300015,584
368300022,751
368979001,834
369796004,333
369796007,667
369796026,333
369796032,375
369796035,500
370594006,166
370594007,562
370594017,398
370594018,417
370594020,133
370594021,417
370594023,300
372008001,333
372008010,635
372576013,868
372576017,1214
372628016,667
372628017,1085
372628019,1085
372628020,1335
372860001,667
372860002,667
372860024,667
372860051,166
372860052,166
372860062,250
372860063,333
372860068,667
372860069,250
372860072,667
372860073,667
372860076,667
373493008,356
373493010,250
373506001,667
373506004,667
373506008,667
373506018,250
373506019,99
373506023,412
373506024,417
373506025,417
373506026,534
373506027,667
374762001,250
375248006,417
375248009,895
375248020,636
375248021,475
375248023,850
375248024,756
375248026,1085
375248028,976
375248029,1085
375585024,333
375585026,333
375585027,417
375917001,1252
375917005,1252
375917006,1252
375917007,1252
375917009,1252
376172001,250
376172002,355
376172003,333
376172006,417
377277001,417
377277002,417
377277016,244
377277027,99
377277033,250
377277034,250
377277035,250
377277036,250
377277037,216
377277038,250
377436002,166
377436007,99
377436011,99
377436014,225
378124004,3294
378124007,3339
378124009,3339
378124013,3339
378124014,3339
378135003,1085
378135029,1615
378135030,1502
378135031,1753
378135032,1335
378135033,1277
378135037,1335
378447002,2087
378447003,3339
378447004,3236
378447028,2988
378447029,3339
378447036,1586
378447041,3339
378447042,3266
378447043,3144
378447046,3321
378447050,3339
378447055,3339
378447056,3339
379360015,166
379360031,105
379360032,333
379360033,622
379360034,709
379360038,417
379360043,417
379360048,547
379360052,834
379360053,578
379780027,150
379963002,1502
380193006,166
380609001,667
380609010,124
380609036,584
380609037,333
380609038,525
381038004,751
381038026,584
382127019,918
382127027,1252
382127040,1126
383152002,1502
383152003,1502
383569008,1085
383569009,1085
384263010,1252
384482001,1502
384482002,1669
384482003,1502
384482006,1586
384654004,667
384654021,834
384654023,751
384851001,333
384851013,225
386463001,166
386463006,99
386463014,99
386678001,1252
386678003,1252
386681012,584
386681016,250
386859006,500
386859007,584
386859050,417
386859053,500
387348019,1085
387348021,667
387348022,851
387348023,868
387348025,500
387348029,1085
387348030,792
390512001,562
390512010,250
390512011,250
390512018,525
391032010,250
391750001,1227
391750011,1001
391750012,1085
391750013,907
391750015,868
391750016,1502
391772001,751
392168001,166
392220001,166
392269007,141
392269008,667
392269010,787
392269011,500
392269012,417
392269014,417
392938001,2504
392938002,2504
392938024,1030
392938035,2504
393447010,1753
393447015,1502
393447016,1168
393772001,417
393772021,584
393993002,1669
393993004,4759
394292001,166
394292008,166
394522001,709
394522003,2223
394803004,500
394803011,500
395127001,2087
395127006,2087
395127011,2087
395127012,2087
395127028,1252
395127036,1252
395127042,2087
395127043,1252
395575001,1252
395575002,1177
395658035,646
395658040,834
395658042,834
395658049,834
395658050,500
395730028,333
395730029,775
395730030,584
395730037,922
395730038,1052
395730039,1085
395730040,756
395730041,795
395730042,1085
395730043,1085
396135007,827
396135008,333
396135023,585
396135040,308
396135044,500
396135046,333
396135047,333
396135048,289
396135049,667
396135058,333
396135065,834
397068001,834
397068012,1460
397068014,834
397068015,1669
397068032,792
397688006,1252
398074001,834
398074048,250
398074055,834
398074069,500
398089001,758
398089004,333
398089007,584
398089010,417
398089014,166
398089023,625
398127007,751
398814001,250
398814002,250
398829001,266
398829007,250
398829008,258
398863005,1106
398863006,951
399061008,2922
399061011,1753
399061012,1753
399061015,2922
399061018,1502
399061019,2922
399061023,2922
399061026,2922
399061027,2922
399061028,2922
399061032,2922
399061033,2922
399061040,2922
399087001,1669
399087010,1085
399087011,667
399087014,1085
399087015,1669
399087017,1085
399087019,834
399087021,1669
399087028,1085
399087029,1085
399087030,1669
399087040,1669
399087042,1669
399087047,1669
399087051,1669
399087054,1669
399136004,2504
399136009,2504
399136011,2087
399136023,1669
399136027,2504
399136033,2087
399136034,417
399136047,2237
399136053,1586
399136060,2087
399136061,2504
399136073,2087
399201002,4174
399201005,2087
399201018,1427
399201020,1335
399201022,4174
399201023,1502
399201024,4174
399201025,4174
399201026,2820
399201031,3339
399201033,4174
399201035,4174
399201042,4174
399201045,4174
399223001,1669
399223004,834
399223015,918
399223024,834
399223025,667
399223026,751
399223028,301
399223029,1669
399223032,751
399223033,1589
399223034,1669
399223035,1335
399223052,1669
399223059,1669
399223068,1669
399256001,834
399256002,834
399256003,792
399256005,834
399256009,166
399256013,500
399256018,834
399256019,834
399256023,834
399256030,650
399256032,834
399256036,834
399256037,834
400246010,1669
400246011,2671
400246014,1956
400246021,1753
400285006,2504
400285009,1166
400285011,1459
400285019,3240
400285020,1753
400285021,1920
400296003,1502
400296010,1095
400296012,834
400319005,1669
400342003,1610
400342025,1085
400342037,1252
400456001,667
400489036,2254
401020001,1502
401044002,1085
401044004,1085
401044012,834
401044029,1085
401044031,834
401044032,2029
401044034,1185
401044037,1085
401044038,834
401902007,1419
401902013,2113
402065038,305
402065039,250
402065041,250
402065043,417
403392022,584
403448007,495
403448008,667
403448010,667
403448019,593
403479001,581
403479005,578
403479007,595
403479008,723
403490011,581
403490012,834
403844009,1085
404383012,1502
404441004,643
404441008,642
404609007,667
405635001,3506
405636007,334
405636013,333
405636015,584
405636021,333
405636022,834
405636023,581
405636027,751
405636029,582
405636030,668
405636031,834
405636038,834
405636041,581
405636042,834
406724001,667
406724002,667
406724003,417
406724007,166
406724012,417
406724016,667
406724017,417
406724020,166
406724022,417
406724023,667
406724024,606
406724025,667
406724026,567
406724027,603
406724028,600
407147005,334
407354004,2963
407354008,3339
407354009,3339
407653001,216
407653002,216
407663001,166
407663008,166
408104001,1085
408104002,1478
408104012,1669
408104016,1085
408104024,1669
408554004,640
408569009,500
408569010,333
408571001,99
408571002,667
408575004,751
408647007,333
408647008,417
408647009,834
408647010,476
408649006,667
408649007,751
408649008,600
408664007,382
408664008,375
408664009,667
408664010,392
408875001,667
408875002,166
408875009,99
408875010,166
408875017,250
408875018,333
408875019,667
408875020,600
408875021,667
408875023,667
408875028,667
408875030,667
409730006,166
410291003,1252
410549009,751
411013002,1207
411013010,834
411413001,667
411413002,667
411413022,417
411413023,667
411499001,1085
411565004,333
411569001,756
411569002,333
411758001,751
411758003,1085
411758008,667
411758014,1085
411758029,1085
412031001,1366
412370001,976
412370002,417
412964016,99
413029008,1803
413707001,1669
413707020,333
413707021,834
413707022,333
413707023,1669
413707031,1669
413763001,250
413911001,813
413911002,667
413911012,744
413911029,834
413911030,815
413911035,834
413911036,834
413965006,250
413965009,333
414066005,1669
414066008,1669
414079002,585
414102001,375
414102002,417
414577001,751
416157003,676
416157011,751
416157013,584
416157018,751
416157025,751
416157027,751
416157034,667
416175013,667
416175023,316
416175024,333
416905001,450
416961006,1085
416961033,477
417088006,4174
417427001,1502
417427031,723
417427035,918
417427039,751
417427040,1502
417687001,667
417951001,556
417951005,556
418545001,333
418662007,250
418662008,167
419634001,99
419634007,99
419634010,166
420049003,2128
420264002,250
420264003,333
420963004,751
420963006,1001
421387041,901
421387048,776
422393004,1252
423112004,1920
423539001,2865
423539003,2922
423900006,167
423900008,240
423900022,417
423900032,229
423900046,834
423900047,834
423900048,821
423900049,812
423900050,834
423900053,834
423900055,834
423900057,834
423900058,834
424022011,450
424470005,2087
424511007,1252
425242005,843
425242006,667
425526003,417
425683015,113
425978003,500
426013023,1618
426013024,1753
426019007,918
426019008,634
426199002,1085
426199010,99
426199021,584
426199027,976
426199028,1068
426199029,1085
426541040,166
427114014,1335
427114019,1474
427114020,1669
427114021,1335
427159006,2905
427159023,1669
427558001,2170
427558009,2170
428291001,213
428291007,244
428291016,166
428291017,430
429313002,1502
429313006,1352
429313008,1502
429313013,1409
429313016,1352
429313017,1352
429313020,1081
429313021,1240
429313023,1202
429313025,751
429313031,1085
429322001,1774
429322004,2014
429322007,2021
430157001,1594
430157005,2087
430157006,2087
430157007,2087
430596001,166
430694015,1669
430694018,1450
430694019,1502
430694023,2922
430757001,751
431034005,333
432566001,555
432566004,99
432566006,333
433252004,584
433275011,377
433275012,1502
433275015,1502
433275019,1502
433275020,1502
433275021,1202
433275022,1502
433414010,1878
433414020,375
433414022,373
433414028,1030
433414030,1085
433414034,2087
433414035,2087
433414037,2087
433414038,2087
433414039,2087
433414040,2087
433414041,2087
433444001,1252
433444007,333
433444016,1085
433444017,375
433444019,1093
433444021,1252
433444022,1252
433796027,266
434080005,99
434080008,99
434080009,99
436083001,1252
436083002,1252
436083003,542
436261001,556
436570008,834
436570024,1189
436570025,918
436570026,751
436570033,1168
436577002,99
436853004,500
437129005,1252
437150001,2705
437783003,834
438333014,333
438460001,1595
438953001,1252
439285001,2254
439285002,1577
439285009,1168
440811001,2922
440811010,2103
440811023,1669
440811026,1502
441386001,2040
441386004,2087
441386008,1879
441386013,2087
441386015,2057
442345027,834
442633006,918
442633007,918
442786001,1586
442786003,887
442786005,959
442786006,1586
442915001,1669
442915010,751
442915013,1669
442915014,1384
443000001,834
443078001,2838
443078003,1502
443078004,3278
443078013,1335
443078014,2671
443262013,166
443262014,250
443262015,166
443262016,238
443262017,333
443262018,250
443262019,250
443262020,333
443262021,166
443696013,751
443696014,1163
443696015,792
443696020,1252
443696021,1215
443696026,1252
443696031,1252
443696032,1252
443696038,1252
443696040,1231
443696043,1252
443696057,1252
443696058,1126
443696060,1093
443696061,1252
443860005,918
443860013,2922
443860020,2922
443860030,2922
443860033,1252
443860037,1857
443860040,2922
443860043,2629
443860044,2922
443860054,2337
444325004,1168
445400010,250
445400023,1252
445400024,1138
445400025,1252
445400027,751
445400029,1252
445400030,1252
445419001,751
445419003,834
445419009,772
445419010,250
445419011,1064
445419015,834
445865001,1252
445901004,1001
446147008,417
446224001,376
446224002,333
446224010,158
446224011,225
446224013,450
446224014,463
446224016,166
446224019,250
446224024,166
446224035,166
446847001,1168
447201003,250
447201005,667
447201006,509
447201010,667
447201011,667
447264005,426
447264010,667
447264011,667
447694002,333
447694009,417
448262040,266
448262045,354
448509001,2087
448509009,834
448509013,751
448509014,2087
448509015,1704
448509017,1043
448509018,2087
448509019,813
448509020,2082
448509024,2043
448509025,2087
448509026,2087
448509027,2087
448509028,2087
448509029,2087
448509030,2087
448509031,2087
448509035,2087
448515001,976
448515018,584
448515019,525
448515023,584
448515026,762
448515027,2087
448515031,834
448515033,834
448515034,1669
448515036,1085
449099026,730
449123026,208
449123052,333
449263003,250
449263005,250
449263024,834
449263028,535
449263033,354
449263044,500
449570010,1252
449570014,1202
449570018,834
449570020,1202
449570027,1106
449570028,1502
449570030,1455
449570034,1085
449570035,1502
449570036,878
449570038,1252
449570040,1335
449570041,1252
449570042,1252
449570048,1252
449570050,1477
449570052,1502
449570053,1252
449570054,1451
449570055,1252
449570056,834
449570057,1502
449570061,1252
449570062,1252
449570063,1502
449570064,893
449570067,1455
449897001,1335
449897040,1335
449897042,1586
449897048,2721
449897049,1713
449897050,1586
450056007,751
450056008,333
450333001,1316
450333003,751
450604022,918
450780009,1252
450932009,730
451019010,1352
451229014,1231
451229049,542
451243012,427
451243013,458
451243014,333
451271005,1085
451290003,3005
451290005,2504
451290006,2546
451290008,1586
451290010,1202
451290015,2483
451380008,869
451556008,751
451556009,1669
451599002,306
451599003,334
451720003,250
451720011,156
451744001,1252
451744006,834
451744018,1252
452511001,584
452511002,584
452511003,417
452516005,1085
452516007,1502
452516012,1085
452616001,408
452616009,400
452616010,166
452618001,345
452818001,667
452818021,333
452818029,667
452818031,667
452818034,667
452851013,200
452851018,333
452851020,500
452851023,834
452851026,834
452851027,834
452851029,834
452851030,834
452851031,792
452851032,584
452851033,667
452851034,834
452851035,834
452851036,834
452898009,500
452898011,245
452898019,744
452898020,802
452898024,1252
452898025,1161
452898027,641
452898029,751
452898031,751
453016002,250
453065002,333
453065003,333
453065029,309
453239037,667
453239043,669
453239044,417
453272029,133
453272031,99
453272047,667
453272048,667
453272049,333
453272051,333
453272053,667
453272054,333
453272057,417
453272064,589
453272066,667
453272067,667
453309008,417
453358001,492
453358002,463
453358011,216
453445023,311
453445028,417
453445032,751
453445036,333
453445041,500
453445043,834
453453020,417
453453022,500
453453024,667
453453025,526
453453026,667
453453028,667
453453029,417
453453032,567
453585014,815
453745026,667
453765004,1136
454128017,1669
454143001,1237
454544001,751
454544002,751
454544010,1043
454544015,1252
454804007,500
454804009,834
454804010,834
454804011,834
454804012,834
455491010,584
455832001,1878
455925004,1335
456032015,803
456032017,500
456032025,1172
456163009,834
456163011,1669
456163024,400
456163030,1099
456163031,500
456163034,1647
456163048,1669
456163049,1669
456163050,1669
456163051,1669
456163053,1669
456163060,1669
456163062,1669
456163063,1502
456163064,1546
456163065,1669
456163069,1502
456163070,1669
456163083,1669
456163084,1669
456163085,1669
456163086,1669
456163087,1669
456163090,1669
456245002,751
456834012,333
457135001,1402
457292010,625
457466001,556
457466002,556
457491002,1233
457722001,1001
457722013,2087
457722015,1168
457765003,417
457765005,417
457765006,667
457892003,1252
457892005,444
458032003,826
458083005,667
458083007,667
458239001,1085
458239017,698
458239022,1085
458393001,600
458393008,300
458393012,495
458428036,1001
458428037,1085
458428046,1085
458543001,901
458543004,1085
458543005,834
458543007,1020
458543009,834
458882004,1523
458924001,667
458924002,751
458924006,493
458924011,600
458924013,500
458925002,500
458925003,667
458925009,792
459307001,600
459428004,500
459428011,500
459428018,500
459617002,667
460302004,2087
460363016,500
460363017,1230
461327001,2504
461327006,2504
461327007,2504
461327008,2504
461327018,1669
461414009,667
462086004,375
462128021,658
462128022,333
462128028,312
462128029,500
462128031,495
462128037,667
462128038,667
462435019,1412
462435020,1451
462435021,1669
462435024,1502
462435025,1669
462435026,1669
462435027,1669
462435028,1669
462435029,1669
462435030,1669
462435032,1669
462435035,1633
463117006,300
463601008,1085
463601019,1085
463601020,1085
463601022,1085
463970010,250
463970023,584
463970031,166
463970040,360
463970044,244
464277014,1085
464277017,1085
464297007,834
464297021,500
464297027,216
464297028,436
464297030,834
464297031,834
464297033,584
464297034,834
464332001,443
464454011,667
464454016,250
464454017,400
464454021,400
464610001,834
464610002,918
464679003,944
464679007,584
464679008,2504
464679012,2504
464679013,2087
464679014,2459
464679015,2504
464679016,2504
464695004,834
464695016,834
464695018,751
464695027,751
464908002,751
464908039,417
464927008,834
464927013,333
464927018,500
464927019,500
464927020,794
464927021,584
464927025,834
464927027,834
465619012,417
465655006,584
465655010,709
465655016,417
465655017,350
465655019,667
465655022,417
465655024,667
465816001,667
466381010,781
466381012,631
466579004,751
466595001,834
466595002,751
466595003,696
466595025,1064
466599001,1162
466599008,1422
466891001,834
466917003,1502
466948027,667
466948028,333
466948029,667
466948030,534
466948031,667
466987019,667
466987020,667
467302080,333
467302099,584
467302100,166
467557008,584
467738002,536
467738003,667
468013001,974
468255003,1085
468345022,417
468480002,640
468480015,667
468480025,1669
468480031,709
468480035,751
468591007,417
468591014,1669
468591015,1669
468591018,1630
468591020,1669
468591021,1669
468666002,417
468695015,622
469001001,667
469021001,834
469039001,834
469039019,1085
469039028,333
469039032,417
469039034,1085
469039035,393
469039040,1085
469039047,1085
469137001,751
469137010,695
469137015,676
469137016,1001
469137017,751
469137018,1085
469562002,2087
469562006,2087
469562013,1753
469562015,2032
469562021,1669
469562036,2087
469562048,2087
469562055,2755
469562058,3339
469562061,3249
469562065,2087
469562067,2671
469562068,2337
469658009,1069
469658020,1085
469658022,996
469682004,667
469682008,536
470111002,805
470167002,500
470361001,667
470361004,417
470636007,417
470636041,500
470636045,250
470636062,1252
470636064,1252
470789001,834
470789003,166
470789016,834
470789018,500
470789019,834
470789020,333
470789028,834
470789030,834
470789031,834
470985003,751
470985008,500
470985009,500
470985010,500
471074002,300
471074004,312
